序号,名称,播放,弹幕数,收藏,硬币,评分(默认0分),评分人数(人数不足为0人),是否完结
4775,美由里之森,127249,3780,142,31142,0.0,0,1
4778,我家三姐妹,18347,200,16,2237,0.0,0,1
4779,罗密欧与朱丽叶,425059,12142,349,58876,0.0,0,1
4790,爆丸 粤语版,165882,3899,107,6758,0.0,0,1
4793,风之少女艾米莉,33987,904,29,7477,0.0,0,1
4799,超能力少女兰,68736,2685,49,5299,0.0,0,1
4803,蜘蛛骑士第2季,15324,52,9,725,0.0,0,1
4810,初瓣,210534,3114,391,22136,0.0,0,1
4811,鸟之歌,127415,1685,335,34604,0.0,0,1
4812,停驻你心门,331022,6855,172,17275,0.0,0,1
4814,Happiness! 渡良濑准华丽的一天,0,0,0,3931,0.0,0,1
4815,GR铁甲人,32605,522,31,1888,0.0,0,1
4817,史诗创造者年代纪,8187,131,6,1629,0.0,0,1
4820,超剧场版 Keroro军曹2 深海的公主,0,0,0,6529,0.0,0,1
4821,拯救德尔托拉,49491,2389,49,5351,0.0,0,1
4823,恋爱天使 安琪莉可～心觉醒之时～,144519,4621,55,16365,0.0,0,1
4831,骇客时空 G.U.Returner,29658,480,47,4922,0.0,0,1
4845,海底小纵队 特别篇,74637,2443,69,1598,0.0,0,1
4847,快递侠 第二季,278282,4185,1254,6188,0.0,0,1
4856,环保特勤组,22714,1127,13,768,0.0,0,1
4862,恶童,196082,4287,746,27279,9.6,102,1
4863,冬季花园,34738,739,27,6601,0.0,0,1
4872,FREEDOM,40865,1044,47,5607,0.0,0,1
4875,BALDR FORCE EXE RESOLUTION,79158,886,56,8697,0.0,0,1
4876,初夏,69154,838,50,13095,0.0,0,1
4882,霹雳娇娃009-1,68269,788,28,8288,0.0,0,1
4885,砂沙美魔法少女俱乐部 第二季,0,0,0,1711,0.0,0,1
4886,砂沙美魔法少女俱乐部 第一季,30991,438,25,2857,0.0,0,1
4894,G-九,46847,463,33,5111,0.0,0,1
4900,年老的鳄鱼,45821,821,87,14269,0.0,0,1
4907,诸神的紫菜包饭,1410738,19635,1790,62670,0.0,0,1
4910,家有色邻,883181,34135,811,73047,0.0,0,1
4912,恋爱天使 安琪莉可～闪耀的明日～,66301,2662,35,6225,0.0,0,1
4914,内阁权力犯罪强制取缔官 财前丈太郎,27015,538,33,2740,0.0,0,1
4916,秋之回忆5 中断的胶片,42865,410,31,8347,0.0,0,1
4917,幻影小精灵的主谋者,237802,4858,90,9054,0.0,0,1
4918,蜜×蜜水果糖,165275,3689,44,16986,0.0,0,1
4925,骇客时空 根源,43510,520,39,7755,0.0,0,1
4926,大魔法峠,57945,3167,100,4147,0.0,0,1
4927,蜘蛛骑士,24350,220,19,2094,0.0,0,1
4934,网球王子 全国大会篇,359480,14442,545,11863,9.5,132,1
4935,警察战车队 TANK S.W.A.T.,19286,152,6,2264,0.0,0,1
4948,练马萝卜兄弟,7198,485,20,810,0.0,0,1
4949,灼眼的夏娜炭,440795,24352,747,42403,0.0,0,1
4951,轰烈弹珠人,19319,32,9,847,0.0,0,1
4953,银发的阿基多,82074,2859,192,14613,0.0,0,1
4954,战吼,94656,1481,51,6857,0.0,0,1
4957,觉醒的方舟,48694,1451,16,8599,0.0,0,1
4969,侍铳,38632,451,15,7209,0.0,0,1
4970,苍之茧,90389,1329,212,31051,0.0,0,1
4980,草莓100% Special,0,0,0,4299,0.0,0,1
4982,我永远的圣诞老人,61959,844,32,9180,0.0,0,1
4984,拳皇的另一天,537330,4701,307,13826,0.0,0,1
4987,苍穹之法芙娜 Arcadian memory,26611,155,30,2566,0.0,0,1
4990,天堂之吻,262934,12296,291,41715,9.5,102,1
4992,高机动幻想GPO 第二季,60350,731,16,4960,0.0,0,1
4993,克拉斯特学院,86522,3196,49,10258,0.0,0,1
4994,河童的饲养方法,29940,872,42,5720,0.0,0,1
5000,最终密令 最终幻想VII,257240,1997,99,14584,0.0,0,1
5001,飞天都市计划,16767,121,15,1316,0.0,0,1
5002,幸福之祈祷,12743,179,25,4474,0.0,0,1
5004,思考与绘画：日本新世纪艺术动画,34897,1371,37,9846,0.0,0,1
5007,强殖装甲凯普,235483,8767,221,16030,0.0,0,1
5008,神奇宝贝：皮卡丘的鬼怪狂欢节,0,0,0,6408,0.0,0,1
5009,蓝色潮痕,22133,678,16,2750,0.0,0,1
5011,我是小粘粘,17627,962,44,2893,0.0,0,1
5014,不愉快的妖怪庵（僅限台灣地區）,112021,7536,313,84699,0.0,0,1
5016,小桃小栗Love Love物语,6667088,393900,14595,419991,9.1,315,1
5017,食戟之灵 贰之皿,49635991,1480719,127669,1673943,9.1,1831,1
5018,初恋怪兽,8302942,748194,13805,567559,7.2,225,1
5019,B-PROJECT（僅限港澳台地區）,145716,7309,176,38807,0.0,0,1
5020,Rewrite,23693160,927120,58371,1031319,7.7,922,1
5021,亚尔斯兰战记 风尘乱舞,3941069,151618,9867,309210,8.8,210,1
5022,热诚传说X,21978213,713864,49549,1054352,7.3,462,1
5025,智龙迷城X,4077839,86966,5210,70911,8.1,143,1
5026,香蕉喵,184131,3136,240,30512,0.0,0,1
5027,NEW GAME!,14277174,699300,45075,832063,9.2,1467,1
5028,SHOW BY ROCK!! Short!!,1201902,9917,1345,78552,0.0,0,1
5029,天真与闪电,7963388,384045,26139,468189,9.1,415,1
5030,驱魔少年 HALLOW,8896442,209871,20644,598186,9.0,234,1
5031,Taboo Tattoo－禁忌咒纹－,12556175,370409,15406,708319,3.4,446,1
5033,腐男子高校生活,13643980,200876,15163,552800,8.9,375,1
5034,龙收藏,9852,114,0,2832,0.0,0,1
5037,红伤骑士X,1872097,57450,1281,179187,0.0,0,1
5038,月歌,6252153,477460,19395,352485,9.6,507,1
5040,魔法少女？Naria☆Girls,620878,19555,687,53214,0.0,0,1
5043,这个美术社大有问题！,16240743,855466,55022,792396,9.3,1652,1
5044,美男高校地球防卫部LOVE！LOVE！,1467270,140148,3775,123950,0.0,0,1
5045,星之梦,6095505,231033,26718,790113,9.5,1104,1
5046,藍海少女（僅限台灣地區）,33672,2673,207,14417,0.0,0,1
5047,发条精灵战记 天镜的极北之星,6028114,120919,10832,291663,8.8,233,1
5049,时间旅行少女,1683510,66788,2660,136064,0.0,0,1
5050,一人之下,45319668,1373674,137596,1589089,9.1,3473,1
5051,星之梦～星之人～,600420,49302,11494,82996,9.6,708,1
5052,心靈代碼 QUALIDEA CODE（僅限港澳台地區）,303861,9568,523,100473,0.0,0,1
5053,Ange Vierge,3465103,133558,4956,315630,7.6,120,1
5056,弹丸论破3 -未来篇-,16319924,607355,32032,890049,7.1,823,1
5057,弹丸论破3 -绝望篇-,15009353,555715,31169,681244,7.4,933,1
5058,路人超能100(灵能百分百),27596326,733540,68166,1039493,9.6,3339,1
5059,棒球伙伴,633817,24292,1536,40719,0.0,0,1
5061,梦之祭！研究室,516885,8221,688,32429,0.0,0,0
5062,Love Live! Sunshine!!,11162417,977158,45366,845398,8.6,1251,1
